DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
03/22/2016,15:00,MANHATTAN,10013,40.725528,-74.0041057,"(40.725528, -74.004106)",,,223 SPRING STREET,1,0,0,0,0,0,1,0,Lost Consciousness,Lost Consciousness,,,,3405246,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/22/2016,16:00,MANHATTAN,10014,40.727548,-74.0072736,"(40.727548, -74.007274)",,,350 HUDSON STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405247,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/22/2016,17:30,MANHATTAN,10007,40.7171751,-74.0128675,"(40.717175, -74.012867)",WEST STREET,CHAMBERS STREET,,0,0,0,0,0,0,0,0,,,,,,3405248,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/22/2016,18:30,MANHATTAN,10013,40.7201451,-74.0105521,"(40.720145, -74.010552)",,,80 NORTH MOORE STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405249,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/22/2016,20:40,MANHATTAN,10007,40.7152372,-74.0133794,"(40.715237, -74.013379)",WEST STREET,MURRAY STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405250,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/21/2016,15:20,MANHATTAN,10004,40.7017826,-74.0111659,"(40.701783, -74.011166)",BROAD STREET,SOUTH STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405251,PASSENGER VEHICLE,,,,
03/21/2016,17:03,,,,,,229-54 130th Ave,230 street,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405239,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/22/2016,15:00,MANHATTAN,10006,40.7094319,-74.0149545,"(40.709432, -74.014954)",WEST STREET,CARLISLE STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405252,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/22/2016,20:45,MANHATTAN,10014,40.7286048,-74.0053146,"(40.728605, -74.005315)",VARICK STREET,WEST HOUSTON STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405253,PASSENGER VEHICLE,BICYCLE,,,
03/22/2016,17:23,,,,,,WEST STREET,CANAL STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405254,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/22/2016,20:30,,,,,,BROADWAY,PARK ROW,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405255,PASSENGER VEHICLE,,,,
03/23/2016,0:26,MANHATTAN,10013,40.7167777,-74.0055842,"(40.716778, -74.005584)",,,73 WORTH STREET,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3405256,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/23/2016,9:50,MANHATTAN,10007,40.7115348,-74.0104641,"(40.711535, -74.010464)",CHURCH STREET,FULTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405257,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/23/2016,12:25,MANHATTAN,10013,40.7206092,-74.0084706,"(40.720609, -74.008471)",HUDSON STREET,BEACH STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3405259,PASSENGER VEHICLE,BICYCLE,,,
03/23/2016,14:46,MANHATTAN,10013,40.7198381,-74.0051876,"(40.719838, -74.005188)",AVENUE OF THE AMERICAS,WALKER STREET,,0,0,0,0,0,0,0,0,,,,,,3405260,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/23/2016,13:00,MANHATTAN,10004,40.7034459,-74.0115953,"(40.703446, -74.011595)",BROAD STREET,PEARL STREET,,0,0,0,0,0,0,0,0,,,,,,3405261,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/23/2016,15:35,MANHATTAN,10038,40.7062324,-74.0031595,"(40.706232, -74.003159)",SOUTH STREET,FULTON STREET,,1,0,0,0,1,0,0,0,,,,,,3405262,PASSENGER VEHICLE,BICYCLE,,,
03/23/2016,9:00,MANHATTAN,10007,40.7135578,-74.0090324,"(40.713558, -74.009032)",,,118 CHURCH STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405263,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/23/2016,20:00,MANHATTAN,10013,40.7236917,-74.005426,"(40.723692, -74.005426)",,,54 WATTS STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405264,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/19/2016,14:21,MANHATTAN,10282,40.7170486,-74.0144187,"(40.717049, -74.014419)",WARREN STREET,NORTH END AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405265,PASSENGER VEHICLE,,,,
03/22/2016,16:18,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405266,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/23/2016,17:22,MANHATTAN,10012,40.725432,-73.996771,"(40.725432, -73.996771)",WEST HOUSTON STREET,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405267,PASSENGER VEHICLE,,,,
03/23/2016,22:05,MANHATTAN,10013,40.7206286,-74.0052093,"(40.720629, -74.005209)",AVENUE OF THE AMERICAS,WEST BROADWAY,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,3405268,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/24/2016,0:20,MANHATTAN,10007,40.7135578,-74.0090324,"(40.713558, -74.009032)",,,118 CHURCH STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405269,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/24/2016,1:49,MANHATTAN,10013,40.7225499,-74.006299,"(40.72255, -74.006299)",VARICK STREET,CANAL STREET,,0,0,0,0,0,0,0,0,Steering Failure,,,,,3405270,PASSENGER VEHICLE,,,,
03/24/2016,12:30,MANHATTAN,10013,40.7205573,-74.0035102,"(40.720557, -74.00351)",CANAL STREET,CHURCH STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405271,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
03/24/2016,14:00,MANHATTAN,10013,40.7213532,-74.0046358,"(40.721353, -74.004636)",CANAL STREET,WEST BROADWAY,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405272,PASSENGER VEHICLE,,,,
03/24/2016,13:00,,,,,,WEST STREET,CANAL STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3405273,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
03/24/2016,6:50,MANHATTAN,10006,40.7077575,-74.015643,"(40.707758, -74.015643)",WEST STREET,WARD STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405274,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/24/2016,20:50,MANHATTAN,10012,40.7230221,-73.9988131,"(40.723022, -73.998813)",SPRING STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405275,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/24/2016,20:55,MANHATTAN,10007,40.7098057,-74.0099877,"(40.709806, -74.009988)",BROADWAY,CORTLANDT STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405276,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/25/2016,8:00,MANHATTAN,10013,40.7209992,-74.0041523,"(40.720999, -74.004152)",,,370 CANAL STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405277,SMALL COM VEH(4 TIRES),VAN,,,
03/25/2016,13:00,MANHATTAN,10282,40.7170486,-74.0144187,"(40.717049, -74.014419)",WARREN STREET,NORTH END AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405278,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/25/2016,15:15,MANHATTAN,10013,40.7205573,-74.0035102,"(40.720557, -74.00351)",CHURCH STREET,CANAL STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3405279,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/26/2016,3:00,MANHATTAN,10013,40.7182736,-74.0053246,"(40.718274, -74.005325)",CHURCH STREET,FRANKLIN STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3405280,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/26/2016,8:00,MANHATTAN,10004,40.704549,-74.0142897,"(40.704549, -74.01429)",BROADWAY,BATTERY PLACE,,0,0,0,0,0,0,0,0,,,,,,3405281,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/26/2016,11:45,MANHATTAN,10007,40.7119934,-74.0081015,"(40.711993, -74.008101)",BROADWAY,BARCLAY STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405282,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/21/2016,10:30,MANHATTAN,10013,40.7192972,-74.0086977,"(40.719297, -74.008698)",HUDSON STREET,FRANKLIN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405283,PASSENGER VEHICLE,OTHER,,,
03/26/2016,17:35,,,,,,BROADWAY,BOWLING GREEN,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405284,PASSENGER VEHICLE,,,,
03/26/2016,17:59,,,,,,WEST STREET,CANAL STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405286,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/26/2016,19:20,,,,,,PARK ROW,BROADWAY,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3405287,PASSENGER VEHICLE,BICYCLE,,,
03/26/2016,20:35,MANHATTAN,10006,40.7077575,-74.015643,"(40.707758, -74.015643)",WEST STREET,WARD STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405288,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/26/2016,20:32,MANHATTAN,10012,40.7257724,-74.0008984,"(40.725772, -74.000898)",WEST BROADWAY,PRINCE STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405289,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,0:38,MANHATTAN,10013,40.7238397,-74.0094775,"(40.72384, -74.009477)",,,462 GREENWICH STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405290,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,12:45,MANHATTAN,10013,40.7213996,-74.0092932,"(40.7214, -74.009293)",,,11 HUBERT STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3405291,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,16:00,MANHATTAN,10013,40.7264365,-74.0056572,"(40.726437, -74.005657)",VARICK STREET,VANDAM STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3405292,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,15:25,MANHATTAN,10013,40.7231208,-74.0062341,"(40.723121, -74.006234)",VARICK STREET,GRAND STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405293,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,17:00,MANHATTAN,10013,40.7225499,-74.006299,"(40.72255, -74.006299)",CANAL STREET,VARICK STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3405294,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,17:15,,,,,,BROADWAY,PARK ROW,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3405295,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,21:00,MANHATTAN,10013,40.7208537,-74.0039287,"(40.720854, -74.003929)",CANAL STREET,WOOSTER STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Oversized Vehicle,,,,3405296,PASSENGER VEHICLE,,,,
03/26/2016,21:54,MANHATTAN,10013,40.7226266,-74.0081173,"(40.722627, -74.008117)",HUDSON STREET,VESTRY STREET,,0,0,0,0,0,0,0,0,Outside Car Distraction,Outside Car Distraction,Outside Car Distraction,,,3405297,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/28/2016,2:56,,,,,,CANAL STREET,HUDSON STREET,,0,0,0,0,0,0,0,0,,,,,,3405298,PASSENGER VEHICLE,,,,
03/25/2016,8:30,MANHATTAN,10282,40.7166369,-74.0147541,"(40.716637, -74.014754)",,,325 NORTH END AVENUE,0,0,0,0,0,0,0,0,,,,,,3405299,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/28/2016,10:00,MANHATTAN,10006,40.7098381,-74.0148211,"(40.709838, -74.014821)",WEST STREET,ALBANY STREET,,2,0,0,0,0,0,2,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405300,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/28/2016,11:16,MANHATTAN,10007,40.7104123,-74.009472,"(40.710412, -74.009472)",BROADWAY,DEY STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405302,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/28/2016,12:26,MANHATTAN,10280,40.7100794,-74.016383,"(40.710079, -74.016383)",ALBANY STREET,SOUTH END AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405303,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/28/2016,12:15,MANHATTAN,10006,40.7077575,-74.015643,"(40.707758, -74.015643)",WARD STREET,WEST STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,3405304,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/28/2016,9:00,,,,,,WEST HOUSTON STREET,AVENUE OF THE AMERICAS,,1,0,1,0,0,0,0,0,Unspecified,,,,,3405305,PASSENGER VEHICLE,,,,
03/29/2016,17:37,,,,,,AVENUE OF THE AMERICAS,CANAL STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405306,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
03/28/2016,16:30,MANHATTAN,10013,40.7221822,-74.0006566,"(40.722182, -74.000657)",MERCER STREET,BROOME STREET,,0,0,0,0,0,0,0,0,,,,,,3405307,OTHER,PASSENGER VEHICLE,,,
03/29/2016,0:38,MANHATTAN,10014,40.7283468,-74.0053434,"(40.728347, -74.005343)",,,200 VARICK STREET,0,0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,,,,3405309,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/29/2016,11:23,MANHATTAN,10038,40.7088454,-74.0025032,"(40.708845, -74.002503)",PEARL STREET,PECK SLIP,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405310,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/30/2016,9:05,MANHATTAN,10007,40.7141646,-74.006309,"(40.714165, -74.006309)",CHAMBERS STREET,BROADWAY,,0,0,0,0,0,0,0,0,,,,,,3405312,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
03/30/2016,11:45,MANHATTAN,10005,40.7061417,-74.0060197,"(40.706142, -74.00602)",WATER STREET,MAIDEN LANE,,0,0,0,0,0,0,0,0,,,,,,3405313,PASSENGER VEHICLE,,,,
03/30/2016,12:08,MANHATTAN,10013,40.7180266,-74.0030447,"(40.718027, -74.003045)",WHITE STREET,BROADWAY,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405314,MOTORCYCLE,PASSENGER VEHICLE,,,
03/30/2016,17:00,MANHATTAN,10004,40.7047603,-74.0149606,"(40.70476, -74.014961)",GREENWICH STREET,BATTERY PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405315,PASSENGER VEHICLE,,,,
03/30/2016,10:00,MANHATTAN,10007,40.7132972,-74.0077735,"(40.713297, -74.007773)",,,10 MURRAY STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405316,PASSENGER VEHICLE,OTHER,,,
03/30/2016,21:30,MANHATTAN,10013,40.7180266,-74.0030447,"(40.718027, -74.003045)",BROADWAY,WHITE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405317,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/30/2016,11:20,MANHATTAN,10013,40.7174502,-74.0035316,"(40.71745, -74.003532)",BROADWAY,FRANKLIN STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405318,PASSENGER VEHICLE,,,,
03/30/2016,14:50,MANHATTAN,10007,40.7152372,-74.0133794,"(40.715237, -74.013379)",WEST STREET,MURRAY STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405319,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/30/2016,10:00,MANHATTAN,10006,40.7069425,-74.0135184,"(40.706943, -74.013518)",TRINITY PLACE,CEDAR STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3405311,,,,,
03/30/2016,17:00,MANHATTAN,10005,40.7051837,-74.0073938,"(40.705184, -74.007394)",WATER STREET,WALL STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405320,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/30/2016,4:00,MANHATTAN,10007,40.7149276,-74.0079396,"(40.714928, -74.00794)",CHURCH STREET,CHAMBERS STREET,,1,0,0,0,0,0,1,0,Alcohol Involvement,Alcohol Involvement,,,,3405321,OTHER,PASSENGER VEHICLE,,,
03/24/2016,10:20,,,40.7010774,-74.0134347,"(40.701077, -74.013435)",,,,1,0,0,0,0,0,1,0,Brakes Defective,Brakes Defective,Brakes Defective,,,3405322,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/31/2016,10:30,MANHATTAN,10007,40.7141646,-74.006309,"(40.714165, -74.006309)",CHAMBERS STREET,BROADWAY,,0,0,0,0,0,0,0,0,,,,,,3405323,PASSENGER VEHICLE,BICYCLE,,,
03/31/2016,12:40,MANHATTAN,10013,40.7216223,-74.0022079,"(40.721622, -74.002208)",GREENE STREET,GRAND STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405324,VAN,PASSENGER VEHICLE,,,
03/31/2016,10:20,,,,,,HUDSON STREET,CANAL STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405325,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/31/2016,11:30,MANHATTAN,10007,40.7120838,-74.0101215,"(40.712084, -74.010121)",CHURCH STREET,VESEY STREET,,0,0,0,0,0,0,0,0,,,,,,3405327,,,,,
03/31/2016,9:30,MANHATTAN,10014,40.7287722,-74.0070897,"(40.728772, -74.00709)",WEST HOUSTON STREET,HUDSON STREET,,0,0,0,0,0,0,0,0,,,,,,3405328,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/31/2016,13:30,MANHATTAN,10004,40.704549,-74.0142897,"(40.704549, -74.01429)",BATTERY PLACE,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405329,PASSENGER VEHICLE,,,,
03/31/2016,16:30,MANHATTAN,10038,40.7076706,-74.0031091,"(40.707671, -74.003109)",BEEKMAN STREET,WATER STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3405330,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/31/2016,12:10,MANHATTAN,10004,40.7031519,-74.0144301,"(40.703152, -74.01443)",STATE STREET,PEARL STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405331,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/31/2016,20:08,MANHATTAN,10013,40.7258408,-74.0075584,"(40.725841, -74.007558)",HUDSON STREET,SPRING STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405332,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/25/2016,6:40,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405333,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2016,10:39,MANHATTAN,10007,40.7149081,-74.0113484,"(40.714908, -74.011348)",GREENWICH STREET,MURRAY STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405334,PASSENGER VEHICLE,,,,
04/01/2016,14:50,MANHATTAN,10013,40.7188336,-74.0023773,"(40.718834, -74.002377)",,,405 BROADWAY,2,0,2,0,0,0,0,0,Backing Unsafely,,,,,3405335,PASSENGER VEHICLE,,,,
04/01/2016,19:45,MANHATTAN,10013,40.7200413,-74.0039178,"(40.720041, -74.003918)",CHURCH STREET,LISPENARD STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3405336,PASSENGER VEHICLE,,,,
04/01/2016,8:30,MANHATTAN,10004,40.7047985,-74.0166846,"(40.704799, -74.016685)",BATTERY PLACE,WEST STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3405337,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2016,9:42,,,,,,,,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3405338,PICK-UP TRUCK,PASSENGER VEHICLE,,,
04/01/2016,12:10,MANHATTAN,10012,40.7245509,-74.0019338,"(40.724551, -74.001934)",WEST BROADWAY,SPRING STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3405339,,,,,
04/01/2016,14:56,MANHATTAN,10014,40.7278775,-74.0054264,"(40.727878, -74.005426)",VARICK STREET,KING STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405340,PASSENGER VEHICLE,,,,
04/01/2016,16:00,MANHATTAN,10013,40.7203761,-74.0032612,"(40.720376, -74.003261)",CANAL STREET,GREENE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405341,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2016,18:31,MANHATTAN,10013,40.7219679,-74.0082326,"(40.721968, -74.008233)",HUDSON STREET,LAIGHT STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405342,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2016,22:38,MANHATTAN,10013,40.7205573,-74.0035102,"(40.720557, -74.00351)",CANAL STREET,CHURCH STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3405343,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2016,22:00,MANHATTAN,10014,40.7261753,-74.0109643,"(40.726175, -74.010964)",WEST STREET,SPRING STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405344,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/31/2016,15:30,MANHATTAN,10004,40.7064593,-74.0151017,"(40.706459, -74.015102)",WASHINGTON STREET,MORRIS STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405345,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2016,10:00,MANHATTAN,10038,40.7076706,-74.0031091,"(40.707671, -74.003109)",BEEKMAN STREET,WATER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405346,PASSENGER VEHICLE,OTHER,,,
04/01/2016,14:50,MANHATTAN,10280,40.7100794,-74.016383,"(40.710079, -74.016383)",SOUTH END AVENUE,ALBANY STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3405347,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2016,14:30,MANHATTAN,10007,40.7119934,-74.0081015,"(40.711993, -74.008101)",BROADWAY,BARCLAY STREET,,0,0,0,0,0,0,0,0,,,,,,3405348,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2016,23:15,MANHATTAN,10005,40.7053098,-74.0090277,"(40.70531, -74.009028)",BEAVER STREET,HANOVER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405349,OTHER,PASSENGER VEHICLE,,,
04/01/2016,21:48,MANHATTAN,10007,40.7171751,-74.0128675,"(40.717175, -74.012867)",WEST STREET,CHAMBERS STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405350,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2016,17:22,MANHATTAN,10007,40.7141646,-74.006309,"(40.714165, -74.006309)",BROADWAY,CHAMBERS STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405351,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2016,13:00,MANHATTAN,10013,40.7205573,-74.0035102,"(40.720557, -74.00351)",CANAL STREET,CHURCH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405352,PASSENGER VEHICLE,,,,
04/02/2016,7:30,MANHATTAN,10007,40.711016,-74.0107995,"(40.711016, -74.010799)",DEY STREET,CHURCH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405353,PASSENGER VEHICLE,,,,
04/02/2016,19:25,MANHATTAN,10007,40.7141646,-74.006309,"(40.714165, -74.006309)",CHAMBERS STREET,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3405354,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2016,20:00,MANHATTAN,10007,40.7149276,-74.0079396,"(40.714928, -74.00794)",CHAMBERS STREET,CHURCH STREET,,2,0,0,0,0,0,2,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3405355,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2016,20:10,MANHATTAN,10014,40.7271556,-74.0055454,"(40.727156, -74.005545)",CHARLTON STREET,VARICK STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3405356,PASSENGER VEHICLE,,,,
